,antc,consq,Support  1,count  1,Confidence  2,Added Value  3,Causal Support  4,Causal Confidence  5,Certainty Factor  6,Chi-Squared  7,Collective Strength  8,Conviction  9,Cosine 10,Coverage 11,Confirmed Confidence 12,Difference of Confidence 13,Counter Example 14,Fisher's Exact Test 15,Gini Index 16,Hyper Confidence 17,Hyper Lift 18,Imbalance Ratio 19,Importance 20,Improvement 21,Jaccard Coefficient 22,J-Measure 23,Kappa 24,Klosgen 25,Kulczynski 26,Goodman-Kruskal 27,Laplace Confidence 28,Least Contradiction 29,Lerman Similarity 30,Leverage 31,Lift 32,Max Confidence 33,Mutual Information 34,Odds Ratio 35,Phi Correlation Coeficient 36,Ralambondrainy Measure 37,Relative Linkage Disequilibrium 38,Rule Power Factor 39,Sebag-Schoenauer Measure 40,Varying Rates Liaison 41,Yule's Q 42,Yule's Y 43
0,[ 5  8 10 13],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
1,[ 2  8 10 13],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
2,[ 2  5 10 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
3,[ 2  5  8 13],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.0,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
4,[ 2  5  8 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
5,[ 8 10 13],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
6,[ 5 10 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
7,[ 5  8 13],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.0,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
8,[ 5  8 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
9,[ 5  8 10],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
10,[ 2  8 10],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
11,[ 2  5 10],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
12,[2 5 8],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.0,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
13,[ 5 10 13],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
14,[ 2 10 13],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
15,[ 2  5 13],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.0,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
16,[ 2  5 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
17,[10 13],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
18,[ 5 13],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.33333,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
19,[ 5 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
20,[ 5 10],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
21,[ 2 10],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
22,[2 5],[10],0.13333,2,0.66667,0.53333,0.2,0.94444,0.61538,9.23077,48.77419,2.6,0.8165,0.2,0.06667,0.66667,0.5,0.02857,0.14222,0.97143,1.0,0.33333,0.92428,0.0,0.66667,0.15089,0.7619,0.19475,0.83333,0.5,0.6,1.0,-0.11606,0.10667,5.0,1.0,,,0.78446,0.06667,1.0,0.08889,2.0,4.0,,
23,[ 8 10],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
24,[ 5 10],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
25,[5 8],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.33333,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
26,[ 8 10 13],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
27,[ 2 10 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
28,[ 2  8 13],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.0,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
29,[ 2  8 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
30,[10 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
31,[ 8 13],[10],0.13333,2,0.66667,0.53333,0.2,0.94444,0.61538,9.23077,48.77419,2.6,0.8165,0.2,0.06667,0.66667,0.5,0.02857,0.14222,0.97143,1.0,0.33333,0.92428,0.26667,0.66667,0.15089,0.7619,0.19475,0.83333,0.5,0.6,1.0,-0.11606,0.10667,5.0,1.0,,,0.78446,0.06667,1.0,0.08889,2.0,4.0,,
32,[ 8 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
33,[ 8 10],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
34,[ 2 10],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
35,[2 8],[10],0.13333,2,0.5,0.36667,0.13333,0.9,0.42308,6.34615,25.4375,1.73333,0.70711,0.26667,0.0,0.5,0.0,0.05714,0.09778,0.94286,1.0,0.5,0.81291,0.1,0.5,0.10289,0.59459,0.13389,0.75,0.0,0.5,1.0,-0.2139,0.09778,3.75,1.0,,,0.65044,0.13333,1.0,0.06667,1.0,2.75,,
36,[10 13],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
37,[ 2 13],[10],0.13333,2,1.0,0.86667,0.26667,1.0,1.0,15.0,,,1.0,0.13333,0.13333,1.0,1.0,0.00952,0.23111,0.99048,2.0,0.0,1.05115,0.66667,1.0,,1.0,0.31646,1.0,1.0,0.75,1.0,0.0,0.11556,7.5,1.0,,,1.0,0.0,1.0,0.13333,,6.5,,
38,[ 2 10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
39,[10],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
40,[10],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
41,[10],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
42,[10],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
43,[5],[10],0.13333,2,0.66667,0.53333,0.2,0.94444,0.61538,9.23077,48.77419,2.6,0.8165,0.2,0.06667,0.66667,0.5,0.02857,0.14222,0.97143,1.0,0.33333,0.92428,0.0,0.66667,0.15089,0.7619,0.19475,0.83333,0.5,0.6,1.0,-0.11606,0.10667,5.0,1.0,,,0.78446,0.06667,1.0,0.08889,2.0,4.0,,
44,[ 5  8 13],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
45,[ 2  8 13],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
46,[ 2  5 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
47,[2 5 8],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
48,[ 8 13],[5],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.26667,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
49,[ 5 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
50,[5 8],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.33333,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
51,[5 8],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
52,[2 8],[5],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.0,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
53,[2 5],[8],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
54,[ 5 17],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
55,[ 2 17],[5],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.0,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
56,[2 5],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
57,[ 5 13],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
58,[ 2 13],[5],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.5,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
59,[2 5],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,0.0,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
60,[5],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,0.0,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
61,[5],[2],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.0,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
62,[2],[5],0.2,3,0.5,0.3,0.2,0.9,0.375,5.625,22.84615,1.6,0.70711,0.4,0.0,0.5,0.0,0.04396,0.12,0.95604,1.0,0.5,0.74036,0.0,0.5,0.08926,0.54545,0.13416,0.75,0.0,0.5,1.0,-0.32085,0.12,2.5,1.0,,,0.61237,0.2,1.0,0.1,1.0,1.5,,
63,[5],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
64,[5],[8],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
65,[ 4  8 15],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
66,[ 2  8 15],[4],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
67,[ 2  4 15],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
68,[2 4 8],[15],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.0,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
69,[ 4 15],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
70,[ 2 15],[4],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.33333,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
