,antc,consq,Support  1,count  1,Confidence  2,Added Value  3,Causal Support  4,Causal Confidence  5,Certainty Factor  6,Chi-Squared  7,Collective Strength  8,Conviction  9,Cosine 10,Coverage 11,Confirmed Confidence 12,Difference of Confidence 13,Counter Example 14,Fisher's Exact Test 15,Gini Index 16,Hyper Confidence 17,Hyper Lift 18,Imbalance Ratio 19,Importance 20,Improvement 21,Jaccard Coefficient 22,J-Measure 23,Kappa 24,Klosgen 25,Kulczynski 26,Goodman-Kruskal 27,Laplace Confidence 28,Least Contradiction 29,Lerman Similarity 30,Leverage 31,Lift 32,Max Confidence 33,Mutual Information 34,Odds Ratio 35,Phi Correlation Coeficient 36,Ralambondrainy Measure 37,Relative Linkage Disequilibrium 38,Rule Power Factor 39,Sebag-Schoenauer Measure 40,Varying Rates Liaison 41,Yule's Q 42,Yule's Y 43
138,[ 1  7 12 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
139,[ 1  6 12 18],[7],0.13333,2,1.0,0.73333,0.4,1.0,1.0,6.34615,25.4375,,0.70711,0.13333,0.13333,0.84615,1.0,0.05714,0.16547,0.94286,1.0,0.5,0.57403,0.0,0.5,,0.59459,0.26778,0.75,0.5,0.75,0.5,-0.2139,0.09778,3.75,1.0,,,0.65044,0.0,1.0,0.13333,,2.75,,
140,[ 1  6  7 18],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
141,[ 1  6  7 12],[18],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
142,[ 7 12 18],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
143,[ 1 12 18],[7],0.13333,2,1.0,0.73333,0.4,1.0,1.0,6.34615,25.4375,,0.70711,0.13333,0.13333,0.84615,1.0,0.05714,0.16547,0.94286,1.0,0.5,0.57403,0.33333,0.5,,0.59459,0.26778,0.75,0.5,0.75,0.5,-0.2139,0.09778,3.75,1.0,,,0.65044,0.0,1.0,0.13333,,2.75,,
144,[ 1  7 18],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
145,[ 1  7 12],[18],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
146,[ 6  7 18],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
147,[ 1  7 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
148,[ 1  6 18],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
149,[1 6 7],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
150,[ 7 12 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
151,[ 6 12 18],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
152,[ 6  7 18],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
153,[ 6  7 12],[18],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
154,[12 18],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.26667,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
155,[ 7 18],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.25,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
156,[ 7 12],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.16667,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
157,[ 7 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.2,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
158,[ 6 18],[7],0.13333,2,0.5,0.23333,0.26667,0.93333,0.31818,1.5186,10.42105,1.46667,0.5,0.26667,0.0,0.31818,0.0,0.51648,0.0396,0.72527,0.66667,0.0,0.33579,0.1,0.33333,0.03275,0.31818,0.0852,0.5,0.0,0.5,0.5,-0.5164,0.06222,1.875,0.5,1.22536,4.5,0.31818,0.13333,0.31818,0.06667,1.0,0.875,0.63636,0.35925
159,[6 7],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.16667,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
160,[ 7 18],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.25,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
161,[ 1 18],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.06667,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
162,[1 7],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.06667,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
163,[ 6  7 13],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
164,[ 1  7 13],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
165,[ 1  6 13],[7],0.13333,2,0.5,0.23333,0.26667,0.93333,0.31818,1.5186,10.42105,1.46667,0.5,0.26667,0.0,0.31818,0.0,0.51648,0.0396,0.72527,0.66667,0.0,0.33579,-0.1,0.33333,0.03275,0.31818,0.0852,0.5,0.0,0.5,0.5,-0.5164,0.06222,1.875,0.5,1.22536,4.5,0.31818,0.13333,0.31818,0.06667,1.0,0.875,0.63636,0.35925
166,[1 6 7],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
167,[ 6  7 12],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
168,[ 1  7 12],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
169,[ 1  6 12],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
170,[1 6 7],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,-0.11111,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
171,[ 7 12],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,-0.08333,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
172,[ 1 12],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.06667,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
173,[1 7],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,-0.08333,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
174,[6 7],[1],0.2,3,1.0,0.66667,0.53333,1.0,1.0,7.5,36.48649,,0.7746,0.2,0.2,0.83333,1.0,0.02198,0.22222,0.97802,1.0,0.4,0.5721,0.25,0.6,,0.66667,0.29814,0.8,0.6,0.8,0.6,-0.2254,0.13333,3.0,1.0,,,0.70711,0.0,1.0,0.2,,2.0,,
175,[1 7],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
176,[1 6],[7],0.2,3,0.6,0.33333,0.33333,0.94,0.45455,4.26136,20.85366,1.83333,0.67082,0.33333,0.06667,0.5,0.33333,0.07692,0.11111,0.92308,1.0,0.16667,0.53511,0.0,0.5,0.08137,0.52632,0.14907,0.675,0.25,0.57143,0.75,-0.3801,0.11111,2.25,0.75,3.59163,13.5,0.533,0.13333,0.625,0.12,1.5,1.25,0.86207,0.57212
177,[ 7 13],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.25,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
178,[ 1 13],[7],0.13333,2,0.5,0.23333,0.26667,0.93333,0.31818,1.5186,10.42105,1.46667,0.5,0.26667,0.0,0.31818,0.0,0.51648,0.0396,0.72527,0.66667,0.0,0.33579,-0.1,0.33333,0.03275,0.31818,0.0852,0.5,0.0,0.5,0.5,-0.5164,0.06222,1.875,0.5,1.22536,4.5,0.31818,0.13333,0.31818,0.06667,1.0,0.875,0.63636,0.35925
179,[1 7],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
180,[ 7 13],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.22222,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
181,[6 7],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.11111,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
182,[ 7 12],[6],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.08333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
183,[6 7],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,-0.11111,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
184,[7],[12],0.2,3,0.75,0.08333,0.8,0.97667,0.25,0.17045,3.48214,1.33333,0.47434,0.26667,0.13333,0.11364,0.66667,1.0,0.00505,0.40659,0.75,0.54545,0.03476,0.0,0.27273,0.00438,0.07692,0.03727,0.525,0.0,0.66667,0.3,-0.8584,0.02222,1.125,0.75,0.15187,1.71429,0.1066,0.06667,0.25,0.15,3.0,0.125,0.26316,0.13394
185,[7],[6],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,0.0,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
186,[7],[13],0.13333,2,0.5,-0.1,0.6,0.95185,-0.25,0.22727,2.06289,0.8,0.33333,0.26667,0.0,-0.13636,0.0,1.0,0.00727,0.14286,0.5,0.45455,-0.09018,0.0,0.18182,0.00544,-0.09756,-0.03651,0.36111,0.0,0.5,0.22222,-1.0328,-0.02667,0.83333,0.5,0.19363,0.57143,-0.12309,0.13333,0.16667,0.06667,1.0,-0.16667,-0.27273,-0.139
187,[7],[1],0.2,3,0.75,0.41667,0.46667,0.97,0.625,4.26136,20.85366,2.66667,0.67082,0.26667,0.13333,0.56818,0.66667,0.07692,0.12626,0.92308,1.0,0.16667,0.46073,0.0,0.5,0.0968,0.52632,0.18634,0.675,0.4,0.66667,0.6,-0.3801,0.11111,2.25,0.75,3.59163,13.5,0.533,0.06667,0.625,0.15,3.0,1.25,0.86207,0.57212
188,[1],[7],0.2,3,0.6,0.33333,0.33333,0.94,0.45455,4.26136,20.85366,1.83333,0.67082,0.33333,0.06667,0.5,0.33333,0.07692,0.11111,0.92308,1.0,0.16667,0.53511,0.0,0.5,0.08137,0.52632,0.14907,0.675,0.25,0.57143,0.75,-0.3801,0.11111,2.25,0.75,3.59163,13.5,0.533,0.13333,0.625,0.12,1.5,1.25,0.86207,0.57212
189,[7],[18],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
190,[ 6  9 12 16],[3],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,-0.13333,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
191,[ 3  9 12 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
192,[ 3  6 12 16],[9],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
193,[ 3  6  9 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
194,[ 3  6  9 12],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
195,[ 9 12 16],[3],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
196,[ 3 12 16],[9],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
197,[ 3  9 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
198,[ 3  9 12],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
199,[ 6  9 16],[3],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,-0.13333,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
200,[ 3  9 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
201,[ 3  6 16],[9],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
202,[3 6 9],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
203,[ 6 12 16],[3],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.09524,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
204,[ 3 12 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
